Datetime,ann1,ann2,ann3,ann4,ann5,ann6,ann7,ann8,ann9,ann10,spads,shorefor
2014-08-09,58.646343,59.83420181274414,59.64234161376953,56.699649810791016,58.99650573730469,60.43818664550781,60.22930145263672,59.68669128417969,58.85691452026367,61.16314697265625,64.416,60.58
2014-08-10,58.72314,59.47309112548828,59.48894500732422,57.3914794921875,58.64598846435547,60.008201599121094,59.047142028808594,59.46267318725586,59.61872863769531,61.324729919433594,64.679,60.821
2014-08-11,58.579056,58.85723114013672,58.610721588134766,58.543304443359375,58.42144012451172,60.057132720947266,58.110294342041016,58.88771438598633,59.18852615356445,59.358978271484375,64.93,61.017
2014-08-12,58.694,58.96139144897461,58.81271743774414,58.29551315307617,57.90053939819336,58.805572509765625,58.138736724853516,58.7818603515625,59.6815299987793,58.44860076904297,65.212,61.033
2014-08-13,59.38929,57.97071075439453,58.936065673828125,58.8067741394043,56.7065315246582,58.61897659301758,57.77310562133789,58.44628143310547,59.14762496948242,58.94308853149414,65.494,61.104
2014-08-14,58.980423,58.54109573364258,59.2554817199707,58.03987503051758,59.212947845458984,59.92019271850586,56.69869613647461,58.675594329833984,60.564266204833984,59.79668426513672,65.709,61.369
2014-08-15,58.015343,60.21625518798828,60.226043701171875,57.80390167236328,59.784793853759766,61.532493591308594,59.11779022216797,60.45707702636719,60.9622917175293,59.83498001098633,65.826,61.606
2014-08-16,58.804657,58.197696685791016,59.30279541015625,58.59008026123047,58.59789276123047,58.053096771240234,57.29937744140625,59.78673553466797,60.713768005371094,59.76261901855469,65.791,61.807
2014-08-17,61.682316,59.22861099243164,59.758445739746094,60.18388366699219,60.45924377441406,62.765411376953125,58.54551315307617,60.744205474853516,62.006103515625,63.63813018798828,65.538,61.975
2014-08-18,63.098515,60.29121780395508,60.9102897644043,63.17574691772461,62.9956169128418,62.826316833496094,59.83256149291992,62.66245651245117,64.21134185791016,64.20283508300781,65.073,62.114
2014-08-19,65.45692,61.95621871948242,62.73423385620117,64.04314422607422,64.51776885986328,63.741905212402344,61.305721282958984,64.49063873291016,65.07505798339844,65.90414428710938,64.516,62.245
2014-08-20,65.1643,61.23963928222656,62.51457595825195,64.12467956542969,64.9449691772461,62.906612396240234,60.06050491333008,64.68414306640625,65.30644226074219,64.59264373779297,63.986,62.034
2014-08-21,62.550106,59.60704040527344,60.67782211303711,62.793582916259766,63.249305725097656,61.18195724487305,59.26310729980469,62.07145690917969,62.9348258972168,62.64374923706055,63.594,61.669
